trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.3, 'e': 0.6821850334662398}",25,9,-10.77793498744261,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.6809650084043942}",20,7,-137.5258089610214,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 3}",1
180,False,"{'a': 0.3, 'e': 0.6797403677732812}",30,0,-67.88048421768626,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
181,False,"{'a': 0.3, 'e': 0.678511144344283}",20,3,-125.44017982337827,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 3}",1
182,False,"{'a': 0.3, 'e': 0.6772773709670423}",20,0,-119.72187936047544,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
183,False,"{'a': 0.3, 'e': 0.6760390805680087}",20,0,-108.00734377571857,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
184,False,"{'a': 0.3, 'e': 0.674796306148982}",35,0,-231.39596401710693,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 5}",0
185,False,"{'a': 0.3, 'e': 0.6735490807856567}",20,0,-4.195485763736704,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.3, 'e': 0.6722974376261637}",25,0,-151.56594107941447,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",1
187,False,"{'a': 0.3, 'e': 0.6710414098896118}",25,0,-63.57482457032597,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
188,False,"{'a': 0.3, 'e': 0.6697810308646284}",25,12,-42.10332493629312,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
189,False,"{'a': 0.3, 'e': 0.6685163339078993}",30,12,-68.72487667856748,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
190,False,"{'a': 0.3, 'e': 0.6672473524427079}",25,0,-8.638374446140274,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
191,False,"{'a': 0.3, 'e': 0.6659741199574737}",20,6,-127.30668107028282,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 3}",1
192,False,"{'a': 0.3, 'e': 0.6646966700042903}",20,9,-3.1177358921007317,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.3, 'e': 0.6634150361974636}",20,0,-75.33970259291497,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.3, 'e': 0.6621292522120482}",25,14,-16.548540419190022,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
195,False,"{'a': 0.3, 'e': 0.6608393517823858}",25,0,-2.6608689695937997,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
196,False,"{'a': 0.3, 'e': 0.6595453687006414}",30,8,-28.842894766873453,"{0: 15, 1: 5, 2: 1, 3: 1, 4: 0}",1
197,False,"{'a': 0.3, 'e': 0.6582473368153402}",20,9,-35.28416641620421,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.3, 'e': 0.6569452900299053}",25,16,-68.33622920344429,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
199,False,"{'a': 0.3, 'e': 0.6556392623011944}",30,22,0.6347925870548217,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.3, 'e': 0.6543292876380372}",20,0,-113.75389114821496,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
201,False,"{'a': 0.3, 'e': 0.6530154000997733}",20,0,-85.70662966658672,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
202,False,"{'a': 0.3, 'e': 0.65169763379479}",35,0,-30.76260596793526,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",0
203,False,"{'a': 0.3, 'e': 0.6503760228790608}",20,0,-36.65041426053853,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
204,False,"{'a': 0.3, 'e': 0.6490506015546851}",25,2,-27.53591042464715,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.3, 'e': 0.6477214040684273}",20,0,-100.27752581273815,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
206,False,"{'a': 0.3, 'e': 0.6463884647102575}",25,0,-53.84901851750056,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
207,False,"{'a': 0.3, 'e': 0.645051817811893}",25,0,-71.87523615793334,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
208,False,"{'a': 0.3, 'e': 0.6437114977453405}",30,0,-48.70446649807531,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
209,False,"{'a': 0.3, 'e': 0.6423675389214392}",25,13,-34.80287316259634,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.641019975788405}",25,0,-76.73218658698174,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
211,False,"{'a': 0.3, 'e': 0.6396688428303763}",30,3,-64.99073188641769,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 1}",1
212,False,"{'a': 0.3, 'e': 0.6383141745659606}",25,0,-109.18084069553743,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
213,False,"{'a': 0.3, 'e': 0.6369560055467826}",25,12,8.144659753434977,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.3, 'e': 0.6355943703560334}",20,9,16.458311358359165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.3, 'e': 0.6342293036070218}",20,0,-46.50089547052404,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
216,False,"{'a': 0.3, 'e': 0.6328608399417269}",25,16,2.956863446688792,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.3, 'e': 0.6314890140293521}",25,15,-33.93280946069235,"{0: 7, 1: 1, 2: 0, 3: 2, 4: 0}",1
218,False,"{'a': 0.3, 'e': 0.6301138605648812}",35,0,-90.414054355315,"{0: 28, 1: 0, 2: 5, 3: 0, 4: 2}",0
219,False,"{'a': 0.3, 'e': 0.6287354142676361}",30,0,-64.95530151321793,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
220,False,"{'a': 0.3, 'e': 0.627353709879837}",30,5,-48.425210613767376,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
221,False,"{'a': 0.3, 'e': 0.6259687821651634}",20,0,5.548975323563477,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.3, 'e': 0.6245806659073185}",30,14,-27.076059038145797,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.6231893959085952}",20,0,-27.390484641272952,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
224,False,"{'a': 0.3, 'e': 0.621795006988444}",30,0,-113.05406034059037,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
225,False,"{'a': 0.3, 'e': 0.6203975339820438}",25,17,-23.798867742524504,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.3, 'e': 0.6189970117388746}",20,0,-19.728430583601455,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
227,False,"{'a': 0.3, 'e': 0.6175934751212931}",20,0,-89.45521053641907,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
228,False,"{'a': 0.3, 'e': 0.6161869590031112}",30,8,-143.77540601474442,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 3}",1
229,False,"{'a': 0.3, 'e': 0.6147774982681756}",30,9,-3.232409098519428,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.6133651278089524}",20,0,-75.73884114229656,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
231,False,"{'a': 0.3, 'e': 0.6119498825251121}",30,0,-78.01499087338705,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",1
232,False,"{'a': 0.3, 'e': 0.6105317973221195}",25,17,13.972653495551258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.3, 'e': 0.6091109071098255}",25,11,-102.41080955468178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 3}",1
234,False,"{'a': 0.3, 'e': 0.6076872468010622}",25,3,-20.175727276936875,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
235,False,"{'a': 0.3, 'e': 0.6062608513102409}",25,11,-12.803413505263805,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.6048317555519536}",20,9,-1.0786165466599744,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.3, 'e': 0.6033999944395775}",25,0,-29.024480062090102,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
238,False,"{'a': 0.3, 'e': 0.6019656028838832}",25,0,-72.18483422303593,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
239,False,"{'a': 0.3, 'e': 0.6005286157916463}",20,10,9.74864089051797,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.5990890680642614}",25,1,-58.657005825752144,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
241,False,"{'a': 0.3, 'e': 0.5976469945963616}",20,1,-17.61028841194905,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.3, 'e': 0.5962024302744399}",20,11,-28.8636174367733,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.3, 'e': 0.5947554099754753}",25,2,11.437419198728694,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.5933059685655624}",35,0,-82.33413961052935,"{0: 26, 1: 4, 2: 3, 3: 1, 4: 1}",0
245,False,"{'a': 0.3, 'e': 0.5918541408985449}",20,0,-50.71267909372125,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
246,False,"{'a': 0.3, 'e': 0.5903999618146529}",30,0,-115.55553195104,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
247,False,"{'a': 0.3, 'e': 0.5889434661391443}",25,14,-0.7850256222136434,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.3, 'e': 0.5874846886809503}",25,0,-51.50044485659843,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
249,False,"{'a': 0.3, 'e': 0.5860236642313252}",20,10,-52.169031587136644,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
250,False,"{'a': 0.3, 'e': 0.5845604275625003}",20,0,-106.78109830940821,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
251,False,"{'a': 0.3, 'e': 0.5830950134263414}",20,0,-58.378341101196675,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
252,False,"{'a': 0.3, 'e': 0.5816274565530124}",20,0,-8.672605335220485,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.3, 'e': 0.5801577916496413}",20,9,-32.3969052383668,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.5786860533989922}",20,9,-18.337846729358674,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.5772122764581408}",25,0,-75.56389425330498,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
256,False,"{'a': 0.3, 'e': 0.5757364954571558}",20,0,-88.66977868343453,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
257,False,"{'a': 0.3, 'e': 0.5742587449977835}",25,0,-212.30447740200395,"{0: 10, 1: 1, 2: 10, 3: 2, 4: 2}",0
258,False,"{'a': 0.3, 'e': 0.5727790596521383}",30,16,-26.76819601913069,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
259,False,"{'a': 0.3, 'e': 0.5712974739613975}",20,0,-46.21490825703635,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
260,False,"{'a': 0.3, 'e': 0.5698140224345014}",30,14,-44.878645454100614,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
261,False,"{'a': 0.3, 'e': 0.5683287395468578}",25,0,-54.87901423225749,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
262,False,"{'a': 0.3, 'e': 0.566841659739052}",35,5,-83.87241196614153,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",1
263,False,"{'a': 0.3, 'e': 0.5653528174155618}",35,18,-92.77107800350305,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 2}",1
264,False,"{'a': 0.3, 'e': 0.5638622469434774}",35,16,-12.929222944198472,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
265,False,"{'a': 0.3, 'e': 0.5623699826512271}",25,11,-46.8708514896871,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
266,False,"{'a': 0.3, 'e': 0.5608760588273074}",30,18,-62.41933466506602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
267,False,"{'a': 0.3, 'e': 0.5593805097190195}",20,7,12.076527204767086,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3, 'e': 0.5578833695312103}",25,12,-11.439152648371559,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.5563846724250192}",30,0,-131.62938144737785,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
270,False,"{'a': 0.3, 'e': 0.5548844525166308}",25,0,-72.08426556895363,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
271,False,"{'a': 0.3, 'e': 0.5533827438760325}",20,5,-9.502080486558135,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.3, 'e': 0.5518795805257783}",25,11,3.825452422521291,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.5503749964397584}",35,7,-66.40999207443106,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 1}",1
274,False,"{'a': 0.3, 'e': 0.5488690255419735}",25,0,-54.95501019943095,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
275,False,"{'a': 0.3, 'e': 0.5473617017053163}",35,23,-63.68046839390526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
276,False,"{'a': 0.3, 'e': 0.5458530587503582}",20,8,10.36985355656593,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.544343130444142}",20,10,-1.4597139428793198,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.3, 'e': 0.5428319504989806}",20,0,-25.245333260224506,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
279,False,"{'a': 0.3, 'e': 0.5413195525712617}",30,0,-158.16531899588776,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 4}",0
280,False,"{'a': 0.3, 'e': 0.5398059702602589}",25,0,-60.54796131600841,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
281,False,"{'a': 0.3, 'e': 0.5382912371069484}",20,0,-35.17989690385144,"{0: 13, 1: 6, 2: 0, 3: 1, 4: 0}",0
282,False,"{'a': 0.3, 'e': 0.5367753865928324}",30,21,-26.42315231197313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.3, 'e': 0.5352584521387689}",20,7,-47.30252817119527,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
284,False,"{'a': 0.3, 'e': 0.5337404671038068}",30,4,-30.862491868911672,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
285,False,"{'a': 0.3, 'e': 0.532221464784029}",30,10,-67.11337596672684,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
286,False,"{'a': 0.3, 'e': 0.5307014784114004}",20,0,-13.10948116963351,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.3, 'e': 0.529180541152623}",30,19,6.8340521809261245,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.3, 'e': 0.527658686107998}",25,20,8.622966042005366,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.3, 'e': 0.5261359463102936}",25,17,-29.926669858892545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.3, 'e': 0.5246123547236197}",25,0,-139.26108133024508,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",1
291,False,"{'a': 0.3, 'e': 0.5230879442423096}",25,9,-3.474107748018681,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.3, 'e': 0.5215627476898085}",25,8,-34.303413261949956,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.5200367978175676}",30,13,3.197262587550262,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.3, 'e': 0.5185101273039467}",20,13,13.387644163267327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.3, 'e': 0.5169827687531225}",25,0,-47.93537950881757,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
296,False,"{'a': 0.3, 'e': 0.5154547546940041}",25,0,6.016883196083823,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
297,False,"{'a': 0.3, 'e': 0.5139261175791555}",25,10,14.871882036137766,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.3, 'e': 0.5123968897837251}",20,0,-28.572212378887777,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
299,False,"{'a': 0.3, 'e': 0.5108671036043821}",20,10,-35.11114211263457,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.3, 'e': 0.5093367912582605}",30,15,-73.33687532274679,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
301,False,"{'a': 0.3, 'e': 0.5078059848819091}",25,13,-48.13422460395784,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
302,False,"{'a': 0.3, 'e': 0.5062747165302498}",20,7,6.6311916060683735,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.3, 'e': 0.5047430181755428}",25,13,-3.5678906734229803,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.3, 'e': 0.5032109217063584}",20,11,14.532651092708253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.3, 'e': 0.5016784589265572}",25,15,19.799855603939378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.3, 'e': 0.5001456615542764}",25,3,-49.275265967967435,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
307,False,"{'a': 0.3, 'e': 0.4986125612209246}",20,10,-32.28823864701218,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.3, 'e': 0.49707918947018315}",25,13,-62.294570907790366,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
309,False,"{'a': 0.3, 'e': 0.49554557775701513}",25,0,1.2522163786106888,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
310,False,"{'a': 0.3, 'e': 0.4940117574466824}",25,11,-21.714801759439254,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.3, 'e': 0.49247775981376934}",20,3,7.564324521550692,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.49094361604121434}",20,2,-43.87287722149394,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
313,False,"{'a': 0.3, 'e': 0.4894093572193494}",20,0,6.142083327529603,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.3, 'e': 0.4878750143449467}",30,10,13.288549644011258,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.3, 'e': 0.48634061832027287}",20,7,-24.004174374643004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.3, 'e': 0.48480619995215163}",30,22,11.969939735361027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.3, 'e': 0.4832717899510332}",20,15,-3.4851070985824997,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.3, 'e': 0.48173741893007205}",30,0,-160.10538655471797,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
319,False,"{'a': 0.3, 'e': 0.48020311740421223}",25,0,-4.4896258065863845,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
320,False,"{'a': 0.3, 'e': 0.47866891578928045}",25,0,-44.084608399267516,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
321,False,"{'a': 0.3, 'e': 0.4771348444010873}",20,0,-34.084022047411274,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
322,False,"{'a': 0.3, 'e': 0.4756009334545358}",25,19,3.445827110429061,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.4740672130627384}",35,11,4.354464470587903,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
324,False,"{'a': 0.3, 'e': 0.4725337132361414}",20,5,5.572538459764089,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.3, 'e': 0.4710004638816578}",20,2,-9.09811383473113,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
326,False,"{'a': 0.3, 'e': 0.46946749480180755}",20,7,-20.642951803037136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.3, 'e': 0.4679348356938666}",20,0,-37.80601379666863,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
328,False,"{'a': 0.3, 'e': 0.4664025161490229}",20,0,-12.826644617351322,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
329,False,"{'a': 0.3, 'e': 0.46487056565154145}",25,6,-23.823065768635214,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.3, 'e': 0.4633390135779369}",30,4,-34.91612750333332,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
331,False,"{'a': 0.3, 'e': 0.4618078891961541}",25,0,-49.526738747438365,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
332,False,"{'a': 0.3, 'e': 0.4602772216647575}",20,12,-35.76897478052496,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
333,False,"{'a': 0.3, 'e': 0.45874704003212763}",20,0,-31.418081098383826,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
334,False,"{'a': 0.3, 'e': 0.45721737323566675}",25,13,6.589092278606971,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.3, 'e': 0.45568825010101194}",20,5,20.24411459525454,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.3, 'e': 0.45415969934125683}",20,0,9.886256430903288,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
337,False,"{'a': 0.3, 'e': 0.4526317495561813}",20,0,-57.40310579046846,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
338,False,"{'a': 0.3, 'e': 0.4511044292314896}",30,0,-68.03128165273921,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
339,False,"{'a': 0.3, 'e': 0.4495777667380565}",20,5,-18.07209621402494,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
340,False,"{'a': 0.3, 'e': 0.448051790331182}",30,14,-3.4976305253016657,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.446526528149854}",20,15,-1.4235321436352506,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.3, 'e': 0.44500200821601965}",25,0,-15.620791198186922,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
343,False,"{'a': 0.3, 'e': 0.4434782584338646}",20,13,-3.414056170942563,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.3, 'e': 0.4419553065891009}",25,0,-95.75258184799522,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
345,False,"{'a': 0.3, 'e': 0.44043318034826323}",20,9,18.396164478513942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.3, 'e': 0.43891190725801316}",30,13,16.59089513033606,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.3, 'e': 0.4373915147444524}",20,5,-50.73784195070535,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
348,False,"{'a': 0.3, 'e': 0.43587203011244374}",20,12,-13.32932411258942,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
349,False,"{'a': 0.3, 'e': 0.4343534805449409}",20,0,-51.99054491049942,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
350,False,"{'a': 0.3, 'e': 0.4328358931023265}",25,0,34.56561192119386,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.3, 'e': 0.43131929472175873}",20,0,-31.343840640976726,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
352,False,"{'a': 0.3, 'e': 0.4298037122165261}",20,9,-7.718744142860962,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
353,False,"{'a': 0.3, 'e': 0.4282891722754108}",20,12,-12.968222959070777,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.3, 'e': 0.42677570146206084}",20,0,6.086847540490086,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.3, 'e': 0.4252633262143699}",35,0,-85.87088073666766,"{0: 30, 1: 0, 2: 0, 3: 3, 4: 2}",0
356,False,"{'a': 0.3, 'e': 0.4237520728438664}",20,11,-6.03852178994957,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.42224196753511045}",30,14,-32.89051446351943,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
358,False,"{'a': 0.3, 'e': 0.42073303634509973}",35,12,-1.5142085762071393,"{0: 18, 1: 5, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.41922530520268364}",25,0,-58.16269810240133,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
360,False,"{'a': 0.3, 'e': 0.41771879990798577}",25,0,-83.87119949820814,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
361,False,"{'a': 0.3, 'e': 0.41621354613183525}",20,9,-35.43030689769201,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
