trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
362,False,"{'a': 0.3, 'e': 0.41470956941520637}",20,9,-36.54148828229646,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.41320689516866665}",20,1,-125.16492053745559,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 2}",1
364,False,"{'a': 0.3, 'e': 0.4117055486718334}",25,15,-5.837978915102839,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.3, 'e': 0.41020555507283907}",20,11,-7.198859457864294,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.3, 'e': 0.40870693938780467}",20,0,-52.478109424973475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
367,False,"{'a': 0.3, 'e': 0.4072097265003221}",20,8,-42.80088779850398,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
368,False,"{'a': 0.3, 'e': 0.40571394116094467}",25,15,-2.9734269269543128,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.3, 'e': 0.4042196079866863}",30,8,-41.7946513706374,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
370,False,"{'a': 0.3, 'e': 0.40272675146052933}",20,0,-38.17856633692274,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
371,False,"{'a': 0.3, 'e': 0.40123539593094026}",20,8,-34.45543349806524,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
372,False,"{'a': 0.3, 'e': 0.39974556561139485}",25,5,-15.258356385638837,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
373,False,"{'a': 0.3, 'e': 0.39825728457991094}",20,1,18.588855439094072,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.3, 'e': 0.39677057677859034}",20,16,6.601525667817132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3, 'e': 0.39528546601316883}",25,0,-70.79509837701876,"{0: 21, 1: 0, 2: 0, 3: 3, 4: 1}",1
376,False,"{'a': 0.3, 'e': 0.3938019759525747}",30,13,-22.865442182401235,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
377,False,"{'a': 0.3, 'e': 0.39232013012849604}",20,14,13.143900428529307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.3, 'e': 0.39083995193495613}",20,10,-6.318316750047774,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
379,False,"{'a': 0.3, 'e': 0.38936146462789745}",25,8,3.8810877050614105,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.3, 'e': 0.38788469132477427}",20,2,10.622226649213856,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.3, 'e': 0.38640965500415353}",35,22,-0.8179376976726791,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.3, 'e': 0.3849363785053242}",20,0,-65.42822586720615,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
383,False,"{'a': 0.3, 'e': 0.38346488452791516}",25,9,15.556649328450737,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.3, 'e': 0.3819951956315213}",20,3,24.19200574066485,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.3, 'e': 0.3805273342353383}",20,14,-10.488271085091888,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
386,False,"{'a': 0.3, 'e': 0.3790613226178057}",20,0,27.099263291377536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.3, 'e': 0.37759718291625805}",30,16,12.267734749108303,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.3, 'e': 0.37613493712658524}",30,16,2.6652856397853313,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
389,False,"{'a': 0.3, 'e': 0.37467460710290035}",20,5,-20.653250464538267,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
390,False,"{'a': 0.3, 'e': 0.3732162145572162}",20,13,13.409413823556724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.3717597810591305}",25,8,-46.966187045179836,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
392,False,"{'a': 0.3, 'e': 0.3703053280355188}",25,10,-53.772526384637594,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
393,False,"{'a': 0.3, 'e': 0.36885287677023626}",30,18,23.332200803680493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.3674024484038274}",25,20,7.939560099530651,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.3, 'e': 0.3659540639332443}",35,0,-49.71587008271181,"{0: 29, 1: 0, 2: 3, 3: 3, 4: 0}",0
396,False,"{'a': 0.3, 'e': 0.36450774421157306}",20,8,9.511643256555075,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.3, 'e': 0.3630635099477683}",25,7,-16.39300061834451,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
398,False,"{'a': 0.3, 'e': 0.36162138170639624}",20,11,-8.826578573002372,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
399,False,"{'a': 0.3, 'e': 0.36018137990738575}",20,8,15.538792624563378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.3587435248257877}",20,8,8.460577366015375,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.3, 'e': 0.35730783659154264}",25,14,-28.070403787497845,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.3, 'e': 0.35587433518925626}",25,11,-98.28030995426693,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 2}",1
403,False,"{'a': 0.3, 'e': 0.35444304045798336}",25,13,6.706556475181051,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.3, 'e': 0.3530139720910198}",20,4,28.55697993132223,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.3, 'e': 0.3515871496357027}",20,0,-11.650918870464114,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
406,False,"{'a': 0.3, 'e': 0.3501625924932183}",30,18,8.920057022463153,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.3, 'e': 0.34874031991841853}",20,15,7.827913794249472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.3, 'e': 0.3473203510196452}",20,6,-49.1267320716031,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
409,False,"{'a': 0.3, 'e': 0.34590270475856216}",20,9,-45.80794079697564,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
410,False,"{'a': 0.3, 'e': 0.3444873999499957}",25,14,-17.870955332342294,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
411,False,"{'a': 0.3, 'e': 0.34307445526178304}",30,19,21.38401062808472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.3, 'e': 0.34166388921462815}",30,21,16.56549353838001,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.3, 'e': 0.3402557201819663}",25,0,-43.27042558087793,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
414,False,"{'a': 0.3, 'e': 0.338849966389836}",20,13,-24.53106833197227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.3, 'e': 0.3374466459167589}",20,10,5.8690445382595575,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.3, 'e': 0.3360457766936276}",30,6,18.61252453578984,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
417,False,"{'a': 0.3, 'e': 0.33464737650360143}",30,22,2.738497142080169,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.3, 'e': 0.3332514629820098}",30,17,5.017027887673217,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.3, 'e': 0.3318580536162634}",25,6,-33.34926370554464,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.3, 'e': 0.33046716574577334}",30,8,22.41411364734041,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.3, 'e': 0.32907881656187754}",20,9,-37.67253683846771,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
422,False,"{'a': 0.3, 'e': 0.3276930231077754}",20,0,-34.237770285047496,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
423,False,"{'a': 0.3, 'e': 0.32630980227846984}",25,14,17.384770995298034,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.3, 'e': 0.32492917082071676}",20,10,9.546247591029024,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.3, 'e': 0.3235511453329827}",25,15,-19.697019248152884,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
426,False,"{'a': 0.3, 'e': 0.3221757422654094}",20,0,-27.225790685240057,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
427,False,"{'a': 0.3, 'e': 0.32080297791978646}",20,0,-55.45622517560783,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
428,False,"{'a': 0.3, 'e': 0.31943286844953117}",30,14,-25.31524440446585,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
429,False,"{'a': 0.3, 'e': 0.318065429859676}",20,0,17.03296703641027,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
430,False,"{'a': 0.3, 'e': 0.3167006780068636}",20,0,-42.48545957480944,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
431,False,"{'a': 0.3, 'e': 0.3153386285993487}",25,0,-57.25682692630487,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
432,False,"{'a': 0.3, 'e': 0.3139792971970085}",20,11,2.9059582036059606,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.3, 'e': 0.31262269921135927}",20,0,-28.560695958069566,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
434,False,"{'a': 0.3, 'e': 0.3112688499055808}",20,2,-28.051919621329567,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
435,False,"{'a': 0.3, 'e': 0.3099177643945483}",30,18,19.695808910231392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.3, 'e': 0.3085694576448712}",25,18,-10.055622612044386,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.3, 'e': 0.3072239444749394}",25,7,-20.68498225046377,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
438,False,"{'a': 0.3, 'e': 0.3058812395549766}",30,11,-43.059716284935114,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
439,False,"{'a': 0.3, 'e': 0.304541357407101}",20,11,-11.56584612973846,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
440,False,"{'a': 0.3, 'e': 0.3032043124053928}",20,10,17.54063222818447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.3, 'e': 0.3018701187759691}",20,9,22.127504772161625,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.3, 'e': 0.30053879059706556}",20,15,2.2949162217280366,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.3, 'e': 0.29921034179912537}",20,12,14.583325696242362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.3, 'e': 0.297884786164895}",25,7,5.8078684973594426,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.3, 'e': 0.2965621373295271}",20,8,-6.123532220956298,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
446,False,"{'a': 0.3, 'e': 0.2952424087806898}",20,10,-34.50986827431242,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
447,False,"{'a': 0.3, 'e': 0.29392561385868377}",30,17,-16.79819097402831,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
448,False,"{'a': 0.3, 'e': 0.2926117657565651}",20,13,9.091446659163866,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.3, 'e': 0.2913008775202759}",30,18,22.782563720943607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.3, 'e': 0.2899929620487809}",25,0,-18.580756966453066,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
451,False,"{'a': 0.3, 'e': 0.2886880320942112}",25,17,14.328296486907382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.3, 'e': 0.2873861002620147}",20,5,5.38278495154761,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
453,False,"{'a': 0.3, 'e': 0.286087179011113}",25,18,1.6494766825092677,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.3, 'e': 0.28479128065406495}",20,0,8.55444363731569,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
455,False,"{'a': 0.3, 'e': 0.28349841735723674}",20,8,-2.841589602088484,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
456,False,"{'a': 0.3, 'e': 0.2822086011409788}",20,10,15.341696583518102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.3, 'e': 0.2809218438798086}",20,9,18.267957151897264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.3, 'e': 0.2796381573026005}",25,0,-29.67490751431315,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
459,False,"{'a': 0.3, 'e': 0.27835755299278164}",20,16,7.476171619519565,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.3, 'e': 0.2770800423885343}",35,24,6.36377257682651,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.3, 'e': 0.27580563678300446}",20,12,12.9801318406488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.3, 'e': 0.27453434732451704}",20,4,-41.68765793388802,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
463,False,"{'a': 0.3, 'e': 0.2732661850167968}",25,11,24.98181112015289,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.3, 'e': 0.2720011607191958}",20,0,2.700350521642874,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
465,False,"{'a': 0.3, 'e': 0.270739285146927}",30,12,-24.55046977752003,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.3, 'e': 0.2694805688713039}",20,12,12.999721993300923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.3, 'e': 0.2682250223199861}",20,3,18.98561703188621,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.3, 'e': 0.2669726557772311}",25,10,-19.111022831186556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
469,False,"{'a': 0.3, 'e': 0.2657234793841523}",35,21,14.439324347486806,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.3, 'e': 0.2644775031389822}",20,14,14.383738609817811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.3, 'e': 0.2632347368973423}",25,15,11.169815638733615,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.3, 'e': 0.26199519037251817}",20,8,-23.83129889759345,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
473,False,"{'a': 0.3, 'e': 0.2607588731357411}",30,21,-23.97123679618185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.3, 'e': 0.2595257946164747}",20,7,-70.44243936220187,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
475,False,"{'a': 0.3, 'e': 0.25829596410270766}",30,18,-3.3016979411880687,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
476,False,"{'a': 0.3, 'e': 0.25706939074125235}",25,12,25.780383271468626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.3, 'e': 0.2558460835380485}",25,11,-0.5928690561623113,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 0.3, 'e': 0.25462605135847294}",20,12,15.419673268917105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.3, 'e': 0.2534093029276548}",25,18,13.517482220439579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.3, 'e': 0.2521958468307959}",30,16,-24.769544724867103,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
481,False,"{'a': 0.3, 'e': 0.250985691513497}",30,19,20.105705273623215,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.3, 'e': 0.2497788452820892}",25,9,-8.986566344067057,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
483,False,"{'a': 0.3, 'e': 0.24857531630397084}",20,14,11.937722271460215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.3, 'e': 0.24737511260794942}",25,15,-25.67979466886559,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.3, 'e': 0.24617824208458927}",20,7,17.260190697510815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.3, 'e': 0.244984712486564}",25,2,-15.707818859680351,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
487,False,"{'a': 0.3, 'e': 0.2437945314290144}",25,5,26.316406261216642,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.3, 'e': 0.2426077063899112}",25,2,-32.934514205491666,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
489,False,"{'a': 0.3, 'e': 0.24142424471042334}",20,3,24.276518878782273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.3, 'e': 0.2402441535952908}",25,7,11.322662999517922,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
491,False,"{'a': 0.3, 'e': 0.23906744011320266}",25,6,-23.52749381627161,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
492,False,"{'a': 0.3, 'e': 0.23789411119718007}",20,9,-0.22719556372545657,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.3, 'e': 0.23672417364496418}",20,6,25.04035636173016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.3, 'e': 0.2355576341194087}",20,5,24.418182356658015,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.3, 'e': 0.23439449914887756}",30,18,4.696786236286826,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.3, 'e': 0.23323477512764706}",20,12,-37.962659246426355,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
497,False,"{'a': 0.3, 'e': 0.2320784683163129}",20,11,13.940228312401384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.3, 'e': 0.2309255848422017}",25,0,3.97562411959158,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
499,False,"{'a': 0.3, 'e': 0.22977613069978722}",25,14,-21.246987594024546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.3, 'e': 0.2286301117511113}",35,18,15.003575522191861,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.3, 'e': 0.22748753372620903}",25,5,16.95438699747516,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.3, 'e': 0.22634840222353841}",20,16,7.244028805641806,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.3, 'e': 0.2252127227104148}",20,15,8.053635376382458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.3, 'e': 0.22408050052344913}",25,1,31.0555061360498,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.3, 'e': 0.22295174086899108}",20,1,19.8978825717757,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.3, 'e': 0.22182644882357602}",20,16,8.267253327591153,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.3, 'e': 0.2207046293343764}",20,0,-48.07330378849255,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
508,False,"{'a': 0.3, 'e': 0.21958628721965734}",25,13,9.968973417403992,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.3, 'e': 0.21847142716923626}",25,17,19.939652628351922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.3, 'e': 0.21736005374494666}",20,12,15.250153403156531,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.3, 'e': 0.21625217138110586}",25,13,18.661588298570464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.3, 'e': 0.21514778438498672}",25,20,9.581025501635581,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.3, 'e': 0.21404689693729342}",20,4,5.153257541650826,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
514,False,"{'a': 0.3, 'e': 0.21294951309264099}",25,18,12.890150930560472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.3, 'e': 0.2118556367800387}",35,21,22.752090071895022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.3, 'e': 0.21076527180337729}",20,0,16.93041679856163,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.3, 'e': 0.20967842184191995}",30,16,27.724117271206673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.3, 'e': 0.2085950904507969}",20,7,20.861496383594023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.3, 'e': 0.20751528106150363}",25,11,10.24828179343612,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.3, 'e': 0.20643899698240284}",30,15,3.126095240834964,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
521,False,"{'a': 0.3, 'e': 0.20536624139922982}",25,8,3.669481389838775,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.3, 'e': 0.20429701737560138}",30,18,11.25971158840411,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.3, 'e': 0.20323132785352818}",30,16,27.769507379437837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.3, 'e': 0.2021691756539305}",20,10,-13.255223662242644,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
525,False,"{'a': 0.3, 'e': 0.2011105634771574}",30,6,-33.21867941655362,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
526,False,"{'a': 0.3, 'e': 0.200055493903509}",25,13,23.833987032111416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.3, 'e': 0.19900396939376228}",20,3,-9.224695417959303,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,8.614845897377648,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,14,13.420208468695307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,20,19.01221034936286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,16,24.51598239343011,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,18,22.527648679394296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,18.338730917337024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,23.02790879626337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,11,18.533077933807125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,9,21.093216471883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,21.853657289333764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,16,27.78635205465408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,20,29.738665416781267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,6,27.122646586113873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,19,11.173574240513435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,13,22.282818549839803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,16,16.24054769857468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,14,12.180275954857969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,13.793481622412937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,5,34.467695868548844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,16,17.74045979662833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
